emp_no,first_name,last_name,dept_no,dept_name
38323,Kiyotoshi,Keirsey,d005,Development
38328,Richard,Muhlberg,d007,Sales
38333,Chiranjit,Rosiles,d004,Production
38335,Masaru,Malabarba,d005,Development
38336,Chaoyi,Basart,d009,Customer Service
38347,Tzu,Woycyznski,d007,Sales
38354,Serap,Klyachko,d004,Production
38359,Huei,Chinin,d008,Research
38388,Arnd,Nishimukai,d001,Marketing
38400,Jaber,Ponthieu,d005,Development
38431,Masanao,Ferretti,d007,Sales
38432,Sreekrishna,Harllee,d005,Development
38442,Marco,Baalen,d006,Quality Management
38447,Gladys,Ruemmler,d004,Production
38453,Rafael,Perfilyeva,d005,Development
38453,Rafael,Perfilyeva,d009,Customer Service
38461,Khoa,Kusakabe,d001,Marketing
38463,Leucio,Janocha,d002,Finance
38472,Masadi,Winter,d008,Research
38473,Lena,Onuegbe,d004,Production
38474,Hsiangchu,Wrigley,d008,Research
38476,Godehard,Neimat,d005,Development
38480,Yuriy,Zaccaria,d004,Production
38485,Kiyomitsu,Kavanagh,d004,Production
38497,Anyuan,Hiltgen,d007,Sales
38500,Serge,Chimia,d002,Finance
38517,Ult,Farrow,d005,Development
38551,Sangeeta,Angelopoulos,d006,Quality Management
38552,Yolla,Quittner,d001,Marketing
38552,Yolla,Quittner,d009,Customer Service
38553,Dinkar,Bage,d007,Sales
38555,Vasilis,Terlouw,d004,Production
38566,Navin,Begiun,d006,Quality Management
38570,Lobel,Ducloy,d003,Human Resources
38581,Shan,Gornas,d005,Development
38602,Rafael,Showalter,d009,Customer Service
38608,Florian,Journel,d005,Development
38618,Houman,Ibel,d007,Sales
38677,Teiji,Trumbly,d007,Sales
38679,Zvonko,Bael,d004,Production
38679,Zvonko,Bael,d005,Development
38694,Gudjon,Strandh,d004,Production
38696,Keiichiro,Leppanen,d001,Marketing
38697,Hercules,Warwick,d005,Development
38700,Deniz,Figueira,d005,Development
38701,Kristian,Irland,d005,Development
38707,Constantine,Hitomi,d002,Finance
38715,Jianhua,Dayana,d005,Development
38716,Toshimo,Perin,d005,Development
38717,Boaz,Honiden,d002,Finance
38720,Kwan,Khalil,d005,Development
38720,Kwan,Khalil,d008,Research
38722,Noritoshi,Crooks,d009,Customer Service
38740,Michaela,Matzat,d007,Sales
38747,Kenton,Guerreiro,d005,Development
38747,Kenton,Guerreiro,d009,Customer Service
38760,Tristan,Schwartzbauer,d003,Human Resources
38761,Feiyu,England,d005,Development
38774,Urs,Chelton,d008,Research
38776,Foong,Erol,d002,Finance
38776,Foong,Erol,d003,Human Resources
38791,Bingning,Meszaros,d004,Production
38810,Pohua,Roccetti,d007,Sales
38815,Ebbe,Staylopatis,d009,Customer Service
38824,Shounak,Rindone,d005,Development
38838,Candida,Xiaoshan,d005,Development
38840,Leaf,Lunn,d004,Production
38842,Alper,Mukaidono,d005,Development
38844,Marsal,Merle,d001,Marketing
38844,Marsal,Merle,d003,Human Resources
38847,Ugo,Waterhouse,d005,Development
38851,Deborah,Stassinopoulos,d005,Development
38852,Niranjan,Lorys,d007,Sales
38876,Chikako,Qiwen,d003,Human Resources
38878,Hauke,Champarnaud,d007,Sales
38879,Tsz,Morton,d006,Quality Management
38884,Arne,Dratva,d008,Research
38905,Arnould,Pearson,d005,Development
38915,Divine,Hanratty,d007,Sales
38916,Hein,Kroll,d005,Development
38921,Weiru,Papsdorf,d002,Finance
38921,Weiru,Papsdorf,d003,Human Resources
38922,Xiaobin,Sewelson,d003,Human Resources
38941,Yurij,Turnbull,d006,Quality Management
38942,Danco,Xiaoshan,d007,Sales
38951,Terresa,Rijckaert,d007,Sales
38993,Gal,Aseltine,d002,Finance
38995,Lijia,Gecsei,d004,Production
39011,Reuven,Luce,d002,Finance
39018,Irena,Harllee,d005,Development
39026,Yongmin,Etalle,d006,Quality Management
39035,Susumu,Kohling,d004,Production
39041,Shem,Fabrizio,d006,Quality Management
39043,Kersti,Ferretti,d005,Development
39043,Kersti,Ferretti,d008,Research
39047,Angel,Dichev,d009,Customer Service
39048,Valery,Lanphier,d003,Human Resources
39051,Tran,Madeira,d005,Development
39051,Tran,Madeira,d008,Research
39055,Remko,Varman,d005,Development
39082,Ortrun,Encarnacion,d004,Production
39082,Ortrun,Encarnacion,d006,Quality Management
39087,Marin,Luders,d005,Development
39092,Vojin,Butterworth,d005,Development
39100,Mokhtar,Riefers,d001,Marketing
39100,Mokhtar,Riefers,d009,Customer Service
39113,Janche,Aumann,d004,Production
39119,Tristan,Klyachko,d004,Production
39119,Tristan,Klyachko,d006,Quality Management
39132,Uta,Massonet,d008,Research
39134,Reinhard,Vidal,d005,Development
39140,Shai,Terkki,d009,Customer Service
39143,Flemming,Salverda,d007,Sales
39151,Stamatina,Erbe,d009,Customer Service
39155,Yoshimitsu,Masamoto,d004,Production
39156,Gift,Pileggi,d003,Human Resources
39166,Dante,Jenevein,d006,Quality Management
39186,Golgen,Atrawala,d001,Marketing
39186,Golgen,Atrawala,d003,Human Resources
39188,Apostol,Bresenham,d005,Development
39191,Flemming,Servieres,d002,Finance
39194,Arun,Imataki,d006,Quality Management
39207,Gritta,Stiles,d004,Production
39220,Dinah,Showalter,d004,Production
39224,Moss,Chenney,d005,Development
39224,Moss,Chenney,d008,Research
39226,Samphel,Parfitt,d004,Production
39235,Filipp,Munch,d002,Finance
39236,Faiza,Nivat,d007,Sales
39237,Sugwoo,Fabrizio,d005,Development
39239,Karsten,Benner,d004,Production
39243,Arco,Heiserman,d002,Finance
39243,Arco,Heiserman,d003,Human Resources
39262,Karoline,Vecchi,d004,Production
39262,Karoline,Vecchi,d006,Quality Management
39267,Valeri,Naudin,d006,Quality Management
39276,Alejandro,Busillo,d008,Research
39289,Behnaam,Caine,d002,Finance
39304,Aram,Plesums,d004,Production
39320,Katsuo,Ossenbruggen,d004,Production
39321,Arie,Wilfing,d005,Development
39321,Arie,Wilfing,d008,Research
39323,Zita,Ratnaker,d005,Development
39337,Shaowen,Miake,d004,Production
39361,Gio,Cummings,d004,Production
39361,Gio,Cummings,d006,Quality Management
39366,Yuqun,Baar,d004,Production
39373,Rafael,Zambonelli,d002,Finance
39375,Yagil,Schurmann,d002,Finance
39405,Toong,Millington,d004,Production
39406,Giordano,Giaccio,d004,Production
39409,Zhilian,Leslie,d005,Development
39425,Deniz,Hashii,d004,Production
39426,Bluma,Tanemo,d004,Production
39443,Weidon,Ratnaker,d003,Human Resources
39444,Huican,Majewski,d002,Finance
39444,Huican,Majewski,d007,Sales
39447,Jinpo,Kroha,d005,Development
39462,Basil,Luit,d004,Production
39462,Basil,Luit,d009,Customer Service
39474,Zorica,Kilgore,d007,Sales
39481,Mokhtar,Ratnakar,d005,Development
39501,Jaana,Baalen,d004,Production
39501,Jaana,Baalen,d009,Customer Service
39506,Hatsukazu,Lubachevsky,d005,Development
39523,Niclas,Snedden,d004,Production
39526,Sadok,Rouquie,d005,Development
39533,Urs,Pettit,d006,Quality Management
39534,Venkatesan,Trystram,d004,Production
39587,Irena,Hoppenstand,d005,Development
39595,Vishv,Ramras,d005,Development
39603,Shugo,Pelc,d001,Marketing
39603,Shugo,Pelc,d003,Human Resources
39608,Leni,Ibel,d004,Production
39616,Marjo,Bael,d005,Development
39631,Jiafu,Simmel,d007,Sales
39636,Muzhong,Deville,d001,Marketing
39647,Aamer,Massonet,d004,Production
39648,Gad,Lanphier,d001,Marketing
39648,Gad,Lanphier,d007,Sales
39652,Kitty,Keirsey,d005,Development
39656,Annemarie,Nannarelli,d007,Sales
39658,Cullen,Flexer,d004,Production
39662,Honglan,Birrer,d009,Customer Service
39674,JoAnna,Atrawala,d005,Development
39684,Kokou,Dratva,d007,Sales
39689,Ziya,Parveen,d002,Finance
39689,Ziya,Parveen,d003,Human Resources
39695,Billur,Preusig,d002,Finance
39705,Kinh,Vidal,d005,Development
39712,Chirstian,Muchinsky,d007,Sales
39719,Yagil,Unno,d002,Finance
39729,Fan,Awdeh,d004,Production
39730,Shirish,Mattern,d004,Production
39735,Morris,Ashish,d005,Development
39735,Morris,Ashish,d008,Research
39738,Arvin,Gerteisen,d004,Production
39743,Leucio,Piazza,d004,Production
39747,Pohua,Montresor,d005,Development
39756,Dmitri,Litecky,d007,Sales
39759,Faiza,Varker,d001,Marketing
39780,Alain,Gyorkos,d005,Development
39784,Venkatesan,Ossenbruggen,d008,Research
39806,Shuzo,Rosenbaum,d007,Sales
39808,Tayeb,Varley,d005,Development
39812,Marit,Peres,d004,Production
39812,Marit,Peres,d009,Customer Service
39820,Willard,Range,d004,Production
39821,Percy,Schwartzbauer,d008,Research
39844,Arco,Asser,d005,Development
39846,Shawna,Riesenhuber,d002,Finance
39852,Willard,Guenter,d007,Sales
39854,Sanjay,McClurg,d005,Development
39859,Mingsen,Covnot,d004,Production
39868,Adas,Tomescu,d004,Production
39868,Adas,Tomescu,d009,Customer Service
39873,Kankanahalli,Joslin,d004,Production
39875,Jaideep,Magliocco,d003,Human Resources
39876,Quingbo,Llado,d004,Production
39880,Turgut,Karunanithi,d007,Sales
39883,Moriyoshi,Luan,d005,Development
39889,Pranav,Menhoudj,d008,Research
39890,Sanjai,Valiente,d007,Sales
39900,Adas,Schach,d004,Production
39909,Nectarios,Ozeki,d007,Sales
39917,Guoxiang,Besselaar,d005,Development
39930,Kitty,Paludetto,d002,Finance
39933,Deborah,Bennet,d007,Sales
39940,Kazuhisa,Hiraishi,d005,Development
39941,Gino,Tanemo,d005,Development
39949,Ziya,Schlegelmilch,d006,Quality Management
39954,Rildo,Baek,d001,Marketing
39966,Utpal,Beidas,d007,Sales
39969,Mark,Conia,d009,Customer Service
39970,Sachar,Sgarro,d007,Sales
39971,Odoardo,Antonisse,d001,Marketing
39971,Odoardo,Antonisse,d007,Sales
39979,Serenella,Cardazo,d008,Research
39981,Renee,Biran,d002,Finance
39981,Renee,Biran,d003,Human Resources
39985,Sergi,Perez,d006,Quality Management
39988,Anoosh,Spelt,d004,Production
39990,Jingling,Katalagarianos,d004,Production
39990,Jingling,Katalagarianos,d009,Customer Service
39992,Mohit,Gadepally,d007,Sales
39995,Marko,Deverell,d004,Production
40000,Nishit,Asser,d004,Production
40004,Anneke,Stiles,d005,Development
40008,Yucai,Nittel,d002,Finance
40010,Mingdong,Ferriere,d004,Production
40011,Kazuyasu,Stafford,d004,Production
40018,Yongmao,Beidas,d005,Development
40021,Parto,Delgrande,d005,Development
40023,Ortrun,Asmuth,d004,Production
40025,Insup,Isard,d004,Production
40028,Wuxu,Hofman,d004,Production
40029,Aruna,Braccini,d002,Finance
40035,Anyuan,Kleiser,d001,Marketing
40035,Anyuan,Kleiser,d007,Sales
40045,Hairong,Czap,d003,Human Resources
40057,Ghassan,Kalloufi,d007,Sales
40072,Morrie,Cmelik,d004,Production
40106,Zdislav,Mukaidono,d009,Customer Service
40113,Rosine,Wissmann,d008,Research
40118,Fen,Uludag,d004,Production
40119,Rildo,Farrow,d004,Production
40119,Rildo,Farrow,d006,Quality Management
40127,Kauko,Callaway,d002,Finance
40131,Moti,Asser,d004,Production
40134,Caolyn,Brlek,d004,Production
40147,Padma,Gaughan,d008,Research
40156,Dhritiman,Cooman,d007,Sales
40161,Premsyl,Guardalben,d005,Development
40168,Miquel,Frezza,d008,Research
40169,Remco,Isaac,d007,Sales
40185,Miyeon,Garnick,d004,Production
40188,Mansur,Serot,d001,Marketing
40188,Mansur,Serot,d009,Customer Service
40205,Genevieve,Provine,d004,Production
40205,Genevieve,Provine,d005,Development
40217,Padma,Shokrollahi,d007,Sales
40225,Shakhar,Schieder,d007,Sales
40226,Hyuncheol,Benantar,d007,Sales
40232,Junsik,Chorvat,d006,Quality Management
40244,Saniya,Janetzko,d004,Production
40245,Yucai,Bael,d007,Sales
40250,Jamaludin,Birta,d004,Production
40259,Mana,Hartvigsen,d007,Sales
40272,Taizo,Gonthier,d004,Production
40272,Taizo,Gonthier,d006,Quality Management
40313,Turgut,Staylopatis,d005,Development
40318,Shin,Vingron,d004,Production
40318,Shin,Vingron,d005,Development
40321,Hinrich,Ouhyoung,d004,Production
40325,Vincent,Gist,d009,Customer Service
40327,Dinkar,Zobel,d009,Customer Service
40360,Harjit,Miyakawa,d005,Development
40364,Limsoon,Harllee,d002,Finance
40373,Diederik,Mateescu,d003,Human Resources
40384,Xinan,Irland,d008,Research
40389,Mong,Kobuchi,d007,Sales
40391,Tadahiko,Barriga,d002,Finance
40392,Qunsheng,Genther,d004,Production
40398,Radhia,Szilard,d002,Finance
40409,Jaroslava,Peha,d004,Production
40417,Gian,Sundgren,d007,Sales
40423,Gita,Ligten,d009,Customer Service
40424,Niteen,Ghazalie,d006,Quality Management
40427,Aloke,Merks,d005,Development
40428,Rosalie,Veldwijk,d001,Marketing
40428,Rosalie,Veldwijk,d009,Customer Service
40432,Leucio,Linnainmaa,d007,Sales
40450,Shan,Kakkad,d005,Development
40455,Weidon,Rubsam,d007,Sales
40463,Rafail,Tokunaga,d005,Development
40464,Yakichi,Brender,d005,Development
40465,Khoa,Brendel,d004,Production
40465,Khoa,Brendel,d005,Development
40471,Shir,Straney,d005,Development
40474,Bodo,Duclos,d003,Human Resources
40484,Aria,Chiodo,d005,Development
40486,Leen,Kopetz,d004,Production
40486,Leen,Kopetz,d005,Development
40487,Valery,Gulik,d004,Production
40489,Yongmao,Bugrara,d006,Quality Management
40493,Yishay,Peris,d004,Production
40494,Elliott,Lung,d004,Production
40508,Anyuan,Birke,d009,Customer Service
40511,Radhia,Alencar,d008,Research
40512,Kwangjo,Melton,d001,Marketing
40512,Kwangjo,Melton,d009,Customer Service
40515,Magdalena,Dengi,d005,Development
40517,Hironoby,Mattern,d006,Quality Management
40520,Danny,Gajiwala,d005,Development
40520,Danny,Gajiwala,d006,Quality Management
40522,Krisda,Kinley,d003,Human Resources
40528,Yannik,Litvinov,d005,Development
40531,Etsuo,Kalefeld,d009,Customer Service
40533,Kiyotoshi,Aingworth,d004,Production
40543,Chikako,Merey,d004,Production
40551,Lillian,Terkki,d005,Development
40555,Yahiko,Manders,d002,Finance
40556,Murthy,Baaz,d005,Development
40556,Murthy,Baaz,d006,Quality Management
40563,Hongzhu,Munos,d005,Development
40574,Susumu,Ratnakar,d005,Development
40581,Mack,Jiang,d004,Production
40587,Xiping,Genin,d005,Development
40592,Yucai,Gniady,d008,Research
40597,Fumiyo,Limongiello,d005,Development
40600,Arch,Bazzichi,d008,Research
40615,Jacopo,Karner,d005,Development
40622,Lubomir,Ulupinar,d004,Production
40622,Lubomir,Ulupinar,d005,Development
40631,Frazer,Alameldin,d001,Marketing
40639,Goo,Schnabel,d007,Sales
40641,Eishiro,Papadias,d007,Sales
40647,Mitsuyuki,Basagni,d004,Production
40660,Piyush,Erbe,d005,Development
40660,Piyush,Erbe,d008,Research
40668,Heon,Makinen,d006,Quality Management
40672,Yinlin,Pfau,d005,Development
40685,Shawna,Bugrara,d007,Sales
40690,Leni,Tomescu,d001,Marketing
40696,Torsten,Siprelle,d005,Development
40714,Lijie,Covnot,d007,Sales
40728,Heejo,Pepe,d003,Human Resources
40739,Kazuhiko,Itzfeldt,d001,Marketing
40739,Kazuhiko,Itzfeldt,d007,Sales
40760,Munehiro,Yetto,d001,Marketing
40760,Munehiro,Yetto,d007,Sales
40762,Tze,Tanemo,d001,Marketing
40764,Shuky,Senzako,d007,Sales
40769,Seongbin,Covnot,d001,Marketing
40769,Seongbin,Covnot,d009,Customer Service
40770,Jiang,Nitta,d008,Research
40777,Jeong,Birdsall,d008,Research
40779,Itzchak,Begiun,d005,Development
40782,Mitchel,Bodoff,d005,Development
40786,Gretta,Whittlesey,d004,Production
40799,Stabislas,Awdeh,d003,Human Resources
40802,Baocai,Ecklund,d005,Development
40810,Jingling,Baak,d003,Human Resources
40814,Heather,Lunn,d009,Customer Service
40815,Bouchung,Servieres,d009,Customer Service
40822,Rosli,Munoz,d003,Human Resources
40824,Serap,Kleiser,d005,Development
40829,Jianhui,Mitzlaff,d007,Sales
40834,Elzbieta,Fritzsche,d005,Development
40839,Prodip,Otillio,d003,Human Resources
40841,Masako,Lindqvist,d003,Human Resources
40853,Terresa,Guardalben,d005,Development
40856,Gaurav,Schaar,d004,Production
40856,Gaurav,Schaar,d009,Customer Service
40868,Limsoon,Malabarba,d002,Finance
40869,Flemming,Snedden,d004,Production
40872,Qunsheng,Cunliffe,d005,Development
40881,Hatem,Acton,d004,Production
40881,Hatem,Acton,d005,Development
40891,Jinya,Kaltofen,d007,Sales
40904,Fumiko,Willoner,d004,Production
40907,Jaana,Rando,d006,Quality Management
40910,Tamiya,Chimia,d008,Research
40932,Kolar,DuBourdieux,d003,Human Resources
40946,Fumitake,Mahmud,d006,Quality Management
40977,Elvia,Sinicrope,d007,Sales
40987,Zeljko,Sidou,d004,Production
40997,Ranan,Nations,d004,Production
41001,Kensei,Flowers,d005,Development
41013,Shirish,Asrin,d004,Production
41029,Menkae,Bahi,d004,Production
41039,Subhankar,Bala,d004,Production
41039,Subhankar,Bala,d006,Quality Management
41046,Arvin,Borstler,d004,Production
41074,Leen,Siochi,d007,Sales
41076,Maik,Garigliano,d007,Sales
41077,Amalendu,Walston,d001,Marketing
41081,Faiza,Mikschl,d006,Quality Management
41110,Munehiko,Manders,d004,Production
41116,Mihalis,Azadmanesh,d005,Development
41121,Tsuneo,Sankaranarayanan,d004,Production
41122,Guenter,Hoppenstand,d007,Sales
41140,Tonny,Bail,d007,Sales
41147,Abdelaziz,Chimia,d005,Development
41147,Abdelaziz,Chimia,d008,Research
41149,Alain,Wiegley,d004,Production
41150,Yurii,Monarch,d005,Development
41157,Jeanne,Valiente,d004,Production
41157,Jeanne,Valiente,d005,Development
41173,Maren,Aseltine,d005,Development
41179,Masamitsu,Vecchi,d001,Marketing
41181,Paddy,Delgrossi,d004,Production
41184,Nikolaus,Ranze,d004,Production
41187,Jacqueline,Maquelin,d007,Sales
41197,Vesna,Stille,d007,Sales
41198,Janalee,Christianini,d005,Development
41200,Huei,Leppanen,d005,Development
41201,Kazuhito,Munch,d007,Sales
41205,Charlene,Cusworth,d007,Sales
41205,Charlene,Cusworth,d009,Customer Service
41215,Moon,Wursthorn,d004,Production
41228,Jacopo,Hebert,d005,Development
41232,Yuriy,Millington,d004,Production
41234,Paloma,Sidou,d004,Production
41239,Malu,Rajaraman,d007,Sales
41247,Kristinn,Zhiwei,d002,Finance
41251,Arne,Glinert,d007,Sales
41265,Torsten,Poulakidas,d001,Marketing
41265,Torsten,Poulakidas,d007,Sales
41274,Mari,Giveon,d005,Development
41280,Felicidad,Czap,d007,Sales
41283,KayLiang,Tetzlaff,d005,Development
41292,Premsyl,Thombley,d005,Development
41298,Elvia,Cesareni,d007,Sales
41301,Shuichi,Cochrane,d002,Finance
41304,Kristian,Ulupinar,d005,Development
41313,Gino,Nitto,d005,Development
41313,Gino,Nitto,d008,Research
41319,Mototsugu,Unni,d004,Production
41363,Ronghao,Siepmann,d001,Marketing
41371,Luise,Decaestecker,d002,Finance
41373,Mona,Veevers,d004,Production
41374,JiYoung,Schurmann,d005,Development
41389,Manton,Jeansoulin,d004,Production
41399,Xiaoheng,Broomell,d005,Development
41404,Marco,Isaak,d001,Marketing
41404,Marco,Isaak,d007,Sales
41410,Kwangho,Munch,d007,Sales
41420,IEEE,Domenig,d007,Sales
41422,Franziska,Ramamoorthy,d005,Development
41428,Shai,Bierbaum,d007,Sales
41432,Basim,Dymetman,d005,Development
41437,Christoper,Farrel,d004,Production
41441,Pasqua,Shigei,d005,Development
41460,Martial,Rodiger,d004,Production
41463,Trygve,McClurg,d007,Sales
41487,Aemilian,Cummings,d001,Marketing
41498,Susanne,Masamoto,d006,Quality Management
41514,Magy,Iisaku,d004,Production
41519,Domenick,Garigliano,d005,Development
41527,Hisao,Oxman,d005,Development
41533,Visit,Parhami,d009,Customer Service
41544,Rayond,Simmel,d005,Development
41553,Tokuyasu,Peltason,d004,Production
41554,Rajmohan,Halloran,d007,Sales
41567,Jinxi,Highland,d001,Marketing
41581,Vitali,Azumi,d003,Human Resources
41583,Holgard,Thorensen,d005,Development
41587,Lokesh,Sankaranarayanan,d008,Research
41593,Susuma,Grabner,d005,Development
41604,Tadanori,Botman,d002,Finance
41610,Serge,Staudhammer,d004,Production
41612,Mariangiola,Provine,d004,Production
41628,Josyula,Claffy,d009,Customer Service
41632,Holgard,Baumann,d009,Customer Service
41643,Sampalli,Tempesti,d005,Development
41644,Georg,Marakhovsky,d007,Sales
41644,Georg,Marakhovsky,d009,Customer Service
41661,Masadi,Hofman,d008,Research
41665,Juyoung,Denos,d005,Development
41666,Xiaoqiang,Eugenio,d001,Marketing
41667,Barna,Facello,d005,Development
41673,Armond,Matzel,d005,Development
41674,Abdelghani,Yemenis,d004,Production
41677,Eben,Gimarc,d002,Finance
41682,Alselm,Ecklund,d007,Sales
41688,Phuoc,Dayana,d006,Quality Management
41709,Maha,Zielinski,d008,Research
41710,Weiru,Haldar,d007,Sales
41717,Dines,Rothe,d005,Development
41718,Naraig,Miyakawa,d005,Development
41724,Faiza,Bage,d001,Marketing
41727,Rosella,Paludetto,d008,Research
41743,Aamer,Lunt,d004,Production
41746,Zita,Greenaway,d005,Development
41754,Rosita,Hanabata,d004,Production
41754,Rosita,Hanabata,d009,Customer Service
41759,Charmane,Lagarias,d007,Sales
41767,Leszek,Thiran,d005,Development
41772,Leon,Decaestecker,d007,Sales
41786,Krister,Hmelo,d004,Production
41790,Deniz,Cherinka,d009,Customer Service
41792,Guther,Lowrie,d002,Finance
41798,Margareta,Akaboshi,d005,Development
41808,Filipp,Varley,d009,Customer Service
41809,Shen,Puppe,d003,Human Resources
41824,Kendra,Luby,d005,Development
41836,Akhilish,Passino,d004,Production
